Date,Name,Tags,Project,Description
2024/12/23 14:55 (JST) → 16:40,流体力学演習Ａ２,"Input, Lecture, Output, Productive","流体力学演習Ａ２／Exercise in Hydrodynamics 2 (https://www.notion.so/Exercise-in-Hydrodynamics-2-1137ef7cacf18041bc53e9c9dd1ad61a?pvs=21) ",
2024/12/23 13:00 (JST) → 14:45,環境・エネルギー流体力学２,"Input, Lecture, Productive","環境・エネルギー流体力学２／Fluid Mechanics in Environment and Energy Systems 2 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-2-1137ef7cacf180888de9f1822ae18962?pvs=21) ",
2024/12/23 12:15 (JST) → 13:00,lunch,Life,,
2024/12/23 10:25 (JST) → 12:10,第一原理シミュレーション技法,"Input, Lecture, Productive","第一原理シミュレーション技法／First-principles calculation (https://www.notion.so/First-principles-calculation-1137ef7cacf18096bb3afb239954f91d?pvs=21) ",
2024/12/23 8:30 (JST) → 10:15,制御工学第二,"Input, Lecture, Productive","制御工学第二／Control Engineering 2 (https://www.notion.so/Control-Engineering-2-1137ef7cacf1807abbb6e4897f596f32?pvs=21) ",
2024/12/23 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/12/23 7:00 (JST) → 7:15,morning,Life,,
2024/12/20 23:15 (JST) → 2024/12/21 0:00 (JST),dinner and shower,Life,,
2024/12/20 22:00 (JST) → 23:15,transfer,"Input, Tranfer","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/20 12:15 (JST) → 22:00,応用プロジェクト / シミュレーション,"Input, Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/20 10:25 (JST) → 12:10,マルチエージェントシステム,"Input, Lecture, Productive","マルチエージェントシステム／Multi-Agent System (https://www.notion.so/Multi-Agent-System-1127ef7cacf180b5a302e0ba7f7cef1a?pvs=21) ",
2024/12/20 8:30 (JST) → 10:15,幾何数理工学,"Input, Lecture, Productive","幾何数理工学／Geometrical Method in Mathematical Engineering (https://www.notion.so/Geometrical-Method-in-Mathematical-Engineering-1137ef7cacf18058967df832af77c439?pvs=21) ",
2024/12/20 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/12/20 7:00 (JST) → 7:15,morning,Life,,
2024/12/19 23:30 (JST) → 2024/12/20 0:00 (JST),shower,Life,,
2024/12/19 22:30 (JST) → 23:30,transfer,"Input, Tranfer","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/19 19:00 (JST) → 22:30,E&E忘年会,"Event, Life, With friends",,
2024/12/19 16:50 (JST) → 18:35,応用プロジェクトＡ,"Lecture, Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/19 14:55 (JST) → 16:40,応用プロジェクトＡ,"Lecture, Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/19 13:00 (JST) → 14:45,応用プロジェクトＡ,"Lecture, Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/19 12:15 (JST) → 13:00,応用プロジェクト,"Lecture, Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/19 10:25 (JST) → 12:10,量子コンピューティング,"Input, Lecture, Productive","量子コンピューティング／Quantum computing (https://www.notion.so/Quantum-computing-1127ef7cacf180948dfdc75d4b2f8b5a?pvs=21) ",
2024/12/19 9:00 (JST) → 10:15,transfer,"English, Tranfer",,
2024/12/19 7:15 (JST) → 9:00,応用プロジェクト / シミュレーション,"Input, Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/19 7:00 (JST) → 7:15,morning,Life,,
2024/12/18 23:15 (JST) → 2024/12/19 0:00 (JST),dinner and shower,Life,,
2024/12/18 22:00 (JST) → 23:15,transfer,"Input, Tranfer","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/18 19:00 (JST) → 22:00,応用プロジェクト / シミュレーション,"Input, Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/18 16:50 (JST) → 18:35,数理手法II / 反変ベクトル、共変ベクトル、ヘルムホルツ分解の導出,"Input, Lecture, Productive","数理手法II／Mathematical Method II (https://www.notion.so/II-Mathematical-Method-II-1127ef7cacf18046b615ed8491a4edc2?pvs=21) ",
2024/12/18 14:55 (JST) → 16:40,電磁エネルギー基礎 / パワーエレクトロニクス,"Input, Lecture, Productive","電磁エネルギー基礎／Electromagnetic Energy Fundamentals (https://www.notion.so/Electromagnetic-Energy-Fundamentals-1127ef7cacf180bc9e15ff445a446800?pvs=21) ",
2024/12/18 13:00 (JST) → 14:45,電磁エネルギー基礎 / パワーエレクトロニクス,"Input, Lecture, Productive","電磁エネルギー基礎／Electromagnetic Energy Fundamentals (https://www.notion.so/Electromagnetic-Energy-Fundamentals-1127ef7cacf180bc9e15ff445a446800?pvs=21) ",
2024/12/18 12:15 (JST) → 13:00,[対面] 南出先生mtg,"MTG, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/12/18 10:25 (JST) → 12:10,核融合プラズマ科学,"Input, Lecture, Productive","核融合プラズマ科学／Fusion Plasma Science (https://www.notion.so/Fusion-Plasma-Science-1127ef7cacf1808c9611cef4c99b6bfd?pvs=21) ",
2024/12/18 8:30 (JST) → 10:15,プラズマ理工学,"Input, Lecture, Productive","プラズマ理工学／Plasma Science and Technology (https://www.notion.so/Plasma-Science-and-Technology-1127ef7cacf1809c9860c771f83792c6?pvs=21) ",
2024/12/18 7:15 (JST) → 8:30,transfer,Tranfer,,
2024/12/18 7:00 (JST) → 7:15,morning,Life,,
2024/12/18 4:30 (JST) → 7:00,typhoon / method 執筆,"English, Input, Output","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) "
2024/12/17 22:30 (JST) → 2024/12/18 0:00 (JST),transfer,Tranfer,,
2024/12/17 19:30 (JST) → 22:30,DICE忘年会,"Event, Life, With friends",,
2024/12/17 19:00 (JST) → 19:30,transfer,Tranfer,,
2024/12/17 16:45 (JST) → 19:00,typhoon / Introduction英訳&methods,"English, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) "
2024/12/17 14:55 (JST) → 16:40,先端コンピューティング / 並列計算,"Input, Lecture, Output, Productive, coding","先端コンピューティング／High-End Computing (https://www.notion.so/High-End-Computing-1137ef7cacf18010b5d5e81fa02fad43?pvs=21) ",
2024/12/17 13:00 (JST) → 14:45,先端コンピューティング / 並列計算,"Input, Lecture, Output, Productive, coding","先端コンピューティング／High-End Computing (https://www.notion.so/High-End-Computing-1137ef7cacf18010b5d5e81fa02fad43?pvs=21) ",
2024/12/17 12:15 (JST) → 13:00,lunch,Life,,
2024/12/17 10:25 (JST) → 12:10,マルチエージェントシステム,"Input, Lecture, Productive","マルチエージェントシステム／Multi-Agent System (https://www.notion.so/Multi-Agent-System-1127ef7cacf180b5a302e0ba7f7cef1a?pvs=21) ",
2024/12/17 8:30 (JST) → 10:15,情報理論,"Input, Lecture, Productive","情報理論／Information Theory (https://www.notion.so/Information-Theory-1157ef7cacf1809fb1b5c7063a25609f?pvs=21) ",
2024/12/17 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/12/17 7:00 (JST) → 7:15,morning,Life,,
2024/12/16 23:15 (JST) → 2024/12/17 0:00 (JST),dinner and shower,Life,,
2024/12/16 22:00 (JST) → 23:15,transfer / 応用プロジェクト,"Input, Tranfer","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/16 20:30 (JST) → 22:00,typhoon / Introduction修正,"Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) "
2024/12/16 18:45 (JST) → 20:30,応用プロジェクト / matlabコード解読,"Input, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/16 16:50 (JST) → 18:35,[聴講] 海洋開発工学,"Input, Lecture, Productive","海洋開発工学／Ocean Development Engineering (https://www.notion.so/Ocean-Development-Engineering-1507ef7cacf1809792b4defae15bc28a?pvs=21) ",
2024/12/16 14:55 (JST) → 16:40,流体力学演習Ａ２,"Input, Lecture, Output, Productive","流体力学演習Ａ２／Exercise in Hydrodynamics 2 (https://www.notion.so/Exercise-in-Hydrodynamics-2-1137ef7cacf18041bc53e9c9dd1ad61a?pvs=21) ",
2024/12/16 13:00 (JST) → 14:45,環境・エネルギー流体力学２,"Input, Lecture, Productive","環境・エネルギー流体力学２／Fluid Mechanics in Environment and Energy Systems 2 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-2-1137ef7cacf180888de9f1822ae18962?pvs=21) ",
2024/12/16 12:15 (JST) → 13:00,自動車免許合宿の相談@生協,Task,,
2024/12/16 10:25 (JST) → 12:10,第一原理シミュレーション技法,"Input, Lecture, Productive","第一原理シミュレーション技法／First-principles calculation (https://www.notion.so/First-principles-calculation-1137ef7cacf18096bb3afb239954f91d?pvs=21) ",
2024/12/16 8:30 (JST) → 10:15,制御工学第二,"Input, Lecture, Non-Productive","制御工学第二／Control Engineering 2 (https://www.notion.so/Control-Engineering-2-1137ef7cacf1807abbb6e4897f596f32?pvs=21) ",
2024/12/16 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/12/16 7:00 (JST) → 7:15,morning,Life,,
2024/12/15 22:30 (JST) → 23:00,第一原理シミュレーション技法 / レポート課題,"Output, Productive","第一原理シミュレーション技法／First-principles calculation (https://www.notion.so/First-principles-calculation-1137ef7cacf18096bb3afb239954f91d?pvs=21) ",
2024/12/15 20:30 (JST) → 21:15,shower,Life,,
2024/12/15 19:00 (JST) → 20:30,ネパール料理,"Event, Life",,
2024/12/15 10:00 (JST) → 19:00,応用プロジェクト / matlabコード解読,"Input, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ","References for Wave Glider (https://www.notion.so/References-for-Wave-Glider-15d7ef7cacf180d88841f116d757bcd1?pvs=21) "
2024/12/14 22:00 (JST) → 22:30,読書 / 地球に散りばめられて,"Book, Input, Productive",,"地球にちりばめられて (https://www.notion.so/15c7ef7cacf180c0bb8ce55a082b9be5?pvs=21) "
2024/12/14 20:30 (JST) → 22:00,dinner and shower,Life,,
2024/12/14 19:00 (JST) → 20:30,transfer,"Input, Tranfer","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",SIMULATON (https://www.notion.so/SIMULATON-15c7ef7cacf1806aa095f90f9746f8af?pvs=21)]
2024/12/14 14:15 (JST) → 19:00,応用プロジェクト / matlabコード解読,"Creative, Input, Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",SIMULATON (https://www.notion.so/SIMULATON-15c7ef7cacf1806aa095f90f9746f8af?pvs=21)]
2024/12/14 13:45 (JST) → 14:15,weekly recap,"Productive, Review, Today's Recap",,
2024/12/14 12:00 (JST) → 13:45,応用プロジェクト / matlabコード解読,"Input, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/14 10:30 (JST) → 12:00,transfer,"English, Tranfer",,
2024/12/14 9:15 (JST) → 9:45,morning,Life,,
2024/12/13 22:45 (JST) → 2024/12/14 0:00 (JST),shower,Life,,
2024/12/13 21:30 (JST) → 22:45,transfer,Tranfer,,
2024/12/13 19:00 (JST) → 21:30,公孫会 / 学生総会@赤坂,"Event, Life","公孫会イベントチーム (https://www.notion.so/08230b4775a74fa1a22f231b10dc32d9?pvs=21) ",
2024/12/13 18:15 (JST) → 19:00,transfer,Tranfer,,
2024/12/13 14:15 (JST) → 18:15,応用プロジェクト / matlabコード解読,"Input, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/13 13:30 (JST) → 14:15,lunch,Life,,
2024/12/13 12:15 (JST) → 13:30,応用プロジェクト / matlab コード解読,"Input, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/13 10:25 (JST) → 12:10,マルチエージェントシステム,"Input, Lecture, Productive","マルチエージェントシステム／Multi-Agent System (https://www.notion.so/Multi-Agent-System-1127ef7cacf180b5a302e0ba7f7cef1a?pvs=21) ",
2024/12/13 8:30 (JST) → 10:15,幾何数理工学,"Input, Lecture, Productive","幾何数理工学／Geometrical Method in Mathematical Engineering (https://www.notion.so/Geometrical-Method-in-Mathematical-Engineering-1137ef7cacf18058967df832af77c439?pvs=21) ",
2024/12/13 7:30 (JST) → 8:30,中山大洋 / 原子力の話@スタバ,"MTG, Productive",,
2024/12/13 6:30 (JST) → 7:30,transfer,"Input, Tranfer",,
2024/12/13 6:00 (JST) → 6:30,morning,Life,,
2024/12/12 23:15 (JST) → 2024/12/13 0:00 (JST),dinner and shower,Life,,
2024/12/12 22:00 (JST) → 23:15,transfer,Tranfer,,
2024/12/12 21:00 (JST) → 22:00,応用プロジェクト / 制御,"Input, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/12 20:00 (JST) → 21:00,応用プロジェクト / CAD,"Creative, Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/12 19:00 (JST) → 20:00,雑談,With friends,,
2024/12/12 14:15 (JST) → 19:00,応用プロジェクト / 組み立て,"Creative, Lecture, Non-Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/12/12 13:00 (JST) → 14:15,[zoom] 南出先生 / Introductionについて議論,"MTG, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) 
References_for_paper (https://www.notion.so/14d7ef7cacf180858f69e0e43086d519?pvs=21) "
2024/12/12 12:15 (JST) → 13:00,typhoon / 論文Introduction,"Input, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) 
References_for_paper (https://www.notion.so/14d7ef7cacf180858f69e0e43086d519?pvs=21) "
2024/12/12 10:25 (JST) → 12:10,量子コンピューティング,"Input, Lecture, Productive","量子コンピューティング／Quantum computing (https://www.notion.so/Quantum-computing-1127ef7cacf180948dfdc75d4b2f8b5a?pvs=21) ",
2024/12/12 9:15 (JST) → 10:15,transfer,"Review, Tranfer","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) 
References_for_paper (https://www.notion.so/14d7ef7cacf180858f69e0e43086d519?pvs=21) "
2024/12/12 7:30 (JST) → 9:00,typhoon / 論文Introduction,"Input, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) 
References_for_paper (https://www.notion.so/14d7ef7cacf180858f69e0e43086d519?pvs=21) "
2024/12/12 7:00 (JST) → 7:30,morning,Life,,
2024/12/11 23:15 (JST) → 2024/12/12 0:00 (JST),dinner and shower,Life,,
2024/12/11 22:00 (JST) → 23:15,transfer / typhoon,"Input, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) 
References_for_paper (https://www.notion.so/14d7ef7cacf180858f69e0e43086d519?pvs=21) "
2024/12/11 16:45 (JST) → 22:00,typhoon / 論文Introduction,"Input, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ","Paper (https://www.notion.so/Paper-14d7ef7cacf18012b56ed77c17ed53b4?pvs=21) 
References_for_paper (https://www.notion.so/14d7ef7cacf180858f69e0e43086d519?pvs=21) "
2024/12/11 14:55 (JST) → 16:40,電磁エネルギー基礎 / 小宮山先生-電気機器,"Input, Lecture, Productive","電磁エネルギー基礎／Electromagnetic Energy Fundamentals (https://www.notion.so/Electromagnetic-Energy-Fundamentals-1127ef7cacf180bc9e15ff445a446800?pvs=21) ",
